level1,level2,level3,level4,level5,level6,ru,abstract,counts,also,correlated,anti-correlated,description
,,Squish,,,,Хлюпанье,False,"1424,294,76,18,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Liquid/Squish""","{""Drip"": ""0.39"", ""Zipper (clothing)"": ""0.36"", ""Inside, small room"": ""0.35""}",{},Sounds made by a liquid-saturated material being squeezed.
,,"Whoosh, swoosh, swish",,,,Свист,False,"253,49,14,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Miscellaneous sources/Arrow/Whoosh, swoosh, swish""","{""Burst, pop"": ""0.40"", ""Smash, crash"": ""0.36"", ""Sound effect"": ""0.35"", ""Bang"": ""0.31"", ""Whack, thwack"": ""0.30""}",{},A sibilant sound caused by a rigid object sweeping through the air.
,,Brief tone,,,,,True,,,,,Short-duration sounds composed of strong harmonics with a distinct pitch.
,,,"Chirp, tweet",,,"Щебет, чириканье",False,"364,131,52,35,21,17,13,5,9,2,1,0,0,0,0,0,0,0,0","""Animal/Wild animals/Bird/Bird vocalization, bird call, bird song/Chirp, tweet""","{""Bird vocalization, bird call, bird song"": ""0.98"", ""Bird"": ""0.83"", ""Environmental noise"": ""0.76"", ""Outside, rural or natural"": ""0.35""}",{},A brief sound as made by a small bird.
,,,Buzz,,,Жужжание,False,"76,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Animal/Wild animals/Insect/Fly, housefly/Buzz"" and ""Animal/Wild animals/Insect/Bee, wasp, etc./Buzz""","{""Electric shaver, electric razor"": ""0.41"", ""Hum"": ""0.38"", ""Mains hum"": ""0.37""}",{},"The sound of rapid vibration, commonly the wings of a flying insect."
,,,Squeak,,,Скрип,False,"19,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Domestic sounds, home sounds/Door/Squeak""",{},{},"A short, high-pitched noise without a sharp attack."
,,,"Beep, bleep",,,"Бип, бип",False,"218,62,19,8,7,5,0,0,1,1,0,0,0,0,0,0,0,0,0",,"{""Smoke detector, smoke alarm"": ""0.39"", ""Buzzer"": ""0.37"", ""Alarm"": ""0.33""}",{},"A short, single tone, generally made by a computer or other machine and typically high-pitched."
,,,Ping,,,Пинг,False,"20,5,10,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Tap"": ""0.69"", ""Arrow"": ""0.51"", ""Thump, thud"": ""0.50"", ""Shuffle"": ""0.41"", ""Clapping"": ""0.36""}",{},A sharp high-pitched resonant sound with a clear decay.
,,,Ding,,,Динг,False,"300,36,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Clang"": ""0.62"", ""Ding-dong"": ""0.41"", ""Jingle, tinkle"": ""0.36"", ""Boing"": ""0.32"", ""Music for children"": ""0.31""}",{},"A high-pitched ringing sound, as of a small metal object being struck."
,,,Clang,,,Лязг,False,"164,13,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Ding"": ""0.62""}",{},"A loud, resonant, discordant noise, as of a large and partly hollow metal structure begin struck."
,,,Squeal,,,Визг,False,"17,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,{},{},"A short, high-pitched tone without a sharp attack and with a perceptible variation in pitch."
,,Creak,,,,Скрип,False,"6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Mechanisms"": ""0.59"", ""Ratchet, pawl"": ""0.31""}",{},"A high-pitched noise with a perceptible variation in pitch as a result of pressure being shifted or applied on a surface, most commonly on wood."
,,Rustle,,,,Шорох,False,"107,31,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Pink noise"": ""0.71"", ""White noise"": ""0.66"", ""Rustling leaves"": ""0.38""}",{},"A sound of light, thin objects, such as dried leaves, rubbing against one another."
,,Whir,,,,Жужжание,False,"5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Accelerating, revving, vroom"": ""0.70"", ""Clatter"": ""0.63"", ""Car"": ""0.41"", ""Car passing by"": ""0.40"", ""Medium engine (mid frequency)"": ""0.38"", ""Vehicle"": ""0.33"", ""Motor vehicle (road)"": ""0.32""}",{},"A quiet sound of a small object, typically mechanical, in rapid, cyclic motion."
,,Clatter,,,,Грохот,False,"4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Accelerating, revving, vroom"": ""0.74"", ""Whir"": ""0.63"", ""Medium engine (mid frequency)"": ""0.59"", ""Vehicle"": ""0.51"", ""Car"": ""0.49"", ""Motorcycle"": ""0.47"", ""Car passing by"": ""0.43"", ""Motor vehicle (road)"": ""0.42"", ""Flap"": ""0.41"", ""Heavy engine (low frequency)"": ""0.40"", ""Engine"": ""0.40"", ""Race car, auto racing"": ""0.36"", ""Idling"": ""0.34"", ""Rattle"": ""0.34"", ""Tire squeal"": ""0.33"", ""Vibration"": ""0.31""}",{},"An irregular rattling noise, often produced by rapid movement, consisting of a cluster of transient sounds."
,,Sizzle,,,,Шипение,False,"201,76,48,43,25,20,22,13,16,10,7,3,2,2,0,0,0,0,0",,"{""Frying (food)"": ""0.94"", ""Stir"": ""0.84""}",{},"The sound of many small bubbles bursting, most often caused by fat vaporizing as it is heated."
,,Clicking,,,,Щелчок,False,"2241,1037,616,394,270,181,138,108,94,71,44,52,32,25,16,11,4,0,0",,{},{},"A short, pitchless, transient sound, as of a gentle impact between small hard objects."
,,,Clip-clop,,,Клип-клоп,False,"290,80,28,13,7,2,0,2,1,2,0,0,0,0,0,0,0,0,0","""Animal/Livestock, farm animals, working animals/Horse/Clip-clop""","{""Horse"": ""0.94"", ""Run"": ""0.54"", ""Animal"": ""0.45"", ""Neigh, whinny"": ""0.41"", ""Walk, footsteps"": ""0.33"", ""Outside, urban or manmade"": ""0.31""}",{},The sound of a horse's hoofs hitting on a hard surface.
,,,Tick,,,Тик,False,"307,74,22,10,3,7,3,4,3,1,0,0,0,0,0,0,0,0,0","""Sounds of things/Mechanisms/Clock/Tick""","{""Tick-tock"": ""0.97"", ""Clock"": ""0.65""}",{},A metallic tapping sound.
,,,Clickety-clack,,,Клик-клак,False,"31,12,3,4,2,4,2,4,2,1,0,0,0,0,0,0,0,0,0",,"{""Railroad car, train wagon"": ""0.94"", ""Rail transport"": ""0.93"", ""Train"": ""0.91"", ""Train wheels squealing"": ""0.70"", ""Subway, metro, underground"": ""0.63"", ""Train horn"": ""0.45""}",{},"The sound of fast and rhythmic clicking of machinery, such as keystrokes on a typewriter or steel wheels running on tracks.  Does not include the sound of horses feet (use /m/07rv9rh)."
,,Rumble,,,,Грохот,False,"355,140,77,36,27,11,7,4,1,1,4,1,2,0,0,0,0,0,0",,"{""Car"": ""0.37"", ""Field recording"": ""0.36"", ""Vehicle"": ""0.33"", ""Motor vehicle (road)"": ""0.31""}",{},"A loud, low-pitched, dull, continuous noise."
,,Plop,,,,Шлепок,False,"256,50,20,5,3,0,3,2,2,1,1,0,0,0,0,0,1,0,0",,{},{},The sound of a small object dropping into a liquid without a splash.
,,"Jingle, tinkle",,,,"Звон, звон",False,"298,107,92,31,20,13,3,3,0,0,0,0,0,0,0,0,0,0,0",,"{""Ding-dong"": ""0.56"", ""Jingle bell"": ""0.47"", ""Glockenspiel"": ""0.44"", ""Mallet percussion"": ""0.42"", ""Music for children"": ""0.39"", ""Marimba, xylophone"": ""0.37"", ""Ding"": ""0.36""}",{},"An irregular pattern of short metallic sounds, especially from small metal objects such as keys or coins shaking against each other."
,,Hum,,,,Жужжание,False,"374,127,60,35,23,30,16,14,8,6,7,10,9,0,0,2,2,1,0",,"{""Mains hum"": ""0.95"", ""Buzz"": ""0.38""}",{},"A continuous, dull tone."
,,Zing,,,,Звон,False,"27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Pop music"": ""0.44"", ""Dance music"": ""0.43"", ""Rhythm and blues"": ""0.38"", ""Electronic dance music"": ""0.30""}",{},A brief high-pitched buzzing or humming sound.
,,Boing,,,,Бой,False,"64,10,8,10,14,14,11,14,0,1,1,0,0,0,0,0,0,0,0",,"{""Music for children"": ""0.48"", ""Ding"": ""0.32""}",{},A bouncing or spring-like sound with a tonal component that sweeps upwards.
,,Crunch,,,,Хруст,False,"285,56,18,12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0",,"{""Biting"": ""0.58"", ""Chewing, mastication"": ""0.52"", ""Tearing"": ""0.38"", ""Crumpling, crinkling"": ""0.35""}",{},The sound of a brittle substance being crushed.
,Silence,,,,,Тишина,False,"1402,383,194,107,76,88,54,31,35,35,38,232,25,14,2,0,0,0,0",,"{""Sidetone"": ""0.60""}",{},The absence of audible sound or presence of sounds of very low intensity.
,Other sourceless,,,,,,True,,,,,A class for sound categories not represented by other classes that are peceived by their sound instead of their source.
,,Sine wave,,,,Синусоида,False,"45,11,5,3,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0",,{},{},"A continuous, pure tone of fixed pitch and amplitude."
,,,Harmonic,,,Гармоника,False,"8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Music"": ""0.55"", ""Echo"": ""0.45"", ""Tender music"": ""0.42"", ""Background music"": ""0.38"", ""Reverberation"": ""0.37"", ""Musical instrument"": ""0.35"", ""Synthesizer"": ""0.33""}",{},A sine tone whose frequency is an integer multiple of some fundamental tone.
,,,Chirp tone,,,Чирикающий тон,False,"13,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Singing bowl"": ""0.64"", ""Tuning fork"": ""0.38""}",{},A tone whose frequency increases or decreases with time.
,,Sound effect,,,,Звуковой эффект,False,"35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Bang"": ""0.37"", ""Whoosh, swoosh, swish"": ""0.35"", ""Burst, pop"": ""0.34"", ""Fusillade"": ""0.32"", ""Gunshot, gunfire"": ""0.31"", ""Sampler"": ""0.30""}","{""Speech"": ""-0.44""}","An artificially created or enhanced sound used to emphasize artistic or other content of films, television shows, live performances, animation, video games, music, or other media."
,,Pulse,,,,Пульс,False,"15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,{},{},"A sound that is modulated in short, regular bursts at approximately 1 Hz.  This class is not for heartbeat sounds, use /m/01jg02."
Animal,,,,,,Животное,False,"2569,808,365,170,88,52,39,17,14,13,6,5,1,0,0,0,1,0,0",,"{""Outside, rural or natural"": ""0.59""}",{},All sound produced by the bodies and actions of nonhuman animals.
,"Domestic animals, pets",,,,,"Домашние животные, питомцы",False,"823,186,68,40,31,14,12,4,5,4,0,0,0,0,1,0,0,0,0",,"{""Canidae, dogs, wolves"": ""0.77""}",{},"Sounds of animals kept in close proximity to humans for company, protection, and entertainment."
,,Dog,,,,Собака,False,"385,110,53,22,19,11,11,3,4,2,3,0,0,0,0,1,0,0,0",,"{""Canidae, dogs, wolves"": ""0.91""}",{},"Any sounds coming from the familiar domesticated canid which has been selectively bred over millennia for companionship, protection, as well as for superior sensory capabilities, and other useful behaviors."
,,,Bark,,,Лай,False,"71,22,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Bow-wow"": ""0.84"", ""Yip"": ""0.79"", ""Canidae, dogs, wolves"": ""0.75"", ""Whimper (dog)"": ""0.71""}",{},"Principal communication sound produced by dogs. Often transliterated as woof, especially for large dogs."
,,,Yip,,,Вай,False,"35,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Bow-wow"": ""0.96"", ""Whimper (dog)"": ""0.94"", ""Bark"": ""0.79"", ""Canidae, dogs, wolves"": ""0.79""}",{},"A sharp high-pitched bark or cry, typically from a miniature dog."
,,,Howl,,,Вой,False,"24,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Animal/Wild animals/Canidae, dogs, wolves/Howl""","{""Canidae, dogs, wolves"": ""0.45""}",{},"The long plaintive cry of a dog, wolf, or other canidae."
,,,Bow-wow,,,Гав-гав,False,"137,46,19,9,10,3,1,1,3,0,0,0,0,0,0,0,0,0,0",,"{""Yip"": ""0.96"", ""Whimper (dog)"": ""0.88"", ""Bark"": ""0.84"", ""Canidae, dogs, wolves"": ""0.75""}",{},Dog communication sound that is more tonal and less abrupt than a classic bark.
,,,Growling,,,Рычание,False,"40,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Animal/Domestic animals, pets/Cat/Growling"" and ""Animal/Wild animals/Roaring cats (lions, tigers)/Growling"" and ""Animal/Wild animals/Canidae, dogs, wolves/Growling""",{},{},"A low, guttural vocalization produced by animals as a warning, a sign of aggression, or to express anger."
,,,Whimper (dog),,,Скуление (собака),False,"31,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Yip"": ""0.94"", ""Bow-wow"": ""0.88"", ""Canidae, dogs, wolves"": ""0.83"", ""Bark"": ""0.71""}",{},"Muted dog vocalization indicating submission, fear, or pain."
,,Cat,,,,Кошка,False,"258,58,25,6,8,6,2,0,1,2,2,0,0,0,0,0,0,0,0",,{},{},"Sounds associated with the familiar, furry, domestic carnivorous mammal."
,,,Growling,,,Рычание,False,"40,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Animal/Domestic animals, pets/Dog/Growling"" and ""Animal/Wild animals/Roaring cats (lions, tigers)/Growling"" and ""Animal/Wild animals/Canidae, dogs, wolves/Growling""","{""Dog"": ""0.33""}",{},"A low, guttural vocalization produced by animals as a warning, a sign of aggression, or to express anger."
,,,Purr,,,Мурлыканье,False,"171,48,23,5,5,4,2,2,1,0,2,1,2,1,0,0,0,0,0",,{},{},A tonal fluttering sound made by cats to indicate contentment or relaxed pleasure.
,,,Meow,,,Мяу,False,"114,20,8,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Caterwaul"": ""0.76""}",{},The classic tonal communication sound made by cats.
,,,Hiss,,,Шипение,False,"102,24,8,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0","""Source-ambiguous sounds/Onomatopoeia/Hiss"" and ""Animal/Wild animals/Snake/Hiss"" and ""Natural sounds/Water/Steam/Hiss""","{""Steam"": ""0.83"", ""Snake"": ""0.52"", ""Spray"": ""0.45""}",{},"A fricative sound, such as from a cat giving warning, or an audience indicating disapproval."
,,,Caterwaul,,,Кошачий вой,False,"11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Meow"": ""0.76""}",{},The yowling sound made by a cat in heat.
,"Livestock, farm animals, working animals",,,,,"Скот, сельскохозяйственные животные, рабочие животные",False,"209,63,18,4,3,2,1,1,0,3,0,0,0,0,1,0,1,0,0",,{},{},Sound made by animals associated with farms and agriculture.
,,Horse,,,,Лошадь,False,"287,76,28,12,2,3,3,0,1,0,0,1,0,1,0,0,0,0,0",,"{""Run"": ""0.46"", ""Outside, rural or natural"": ""0.32"", ""Walk, footsteps"": ""0.32""}",{},"Sounds associated with the familiar domesticated large, fast, and strong ungulate mammal."
,,,Clip-clop,,,Клип-клоп,False,"290,80,28,13,7,2,0,2,1,2,0,0,0,0,0,0,0,0,0","""Source-ambiguous sounds/Onomatopoeia/Clicking/Clip-clop""","{""Run"": ""0.54"", ""Neigh, whinny"": ""0.41"", ""Walk, footsteps"": ""0.33"", ""Outside, urban or manmade"": ""0.31""}",{},The sound of a horse's hoofs hitting on a hard surface.
,,,"Neigh, whinny",,,"Ржание, ржание",False,"59,20,5,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0",,"{""Clip-clop"": ""0.41""}",{},The characteristic communication sound made by a horse.
,,"Cattle, bovinae",,,,"Крупный рогатый скот, коровы",False,"127,27,5,2,1,0,0,0,0,3,0,0,0,0,1,0,1,0,0",,{},{},Sounds associated with the most common type of large domesticated ungulates.
,,,Moo,,,Мычание,False,"79,21,2,2,1,0,0,0,2,1,0,0,0,1,0,1,0,0,0",,{},{},The classic communication sound made by a cow or bull.
,,,Cowbell,,,Колокольчик коровы,False,"6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Bell/Cowbell"" and ""Music/Musical instrument/Percussion/Cowbell"" and ""Music/Musical instrument/Bell/Cowbell""",{},{},A simple metal bell historically tied around the necks of cattle to keep track of their whereabouts.
,,Pig,,,,Свинья,False,"39,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Outside, rural or natural"": ""0.36""}",{},"Sounds associated with the highly intelligent, very common, domesticated relative of the boar."
,,,Oink,,,Хрюканье,False,"25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,{},{},Common vocalization sound associated with pigs.
,,Goat,,,,Коза,False,"38,5,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0",,"{""Sheep"": ""0.77""}",{},Sounds of the medium-sized domesticated bovidae.
,,,Bleat,,,Блеяние,False,"84,11,7,6,3,1,6,0,0,1,1,0,0,0,0,0,0,0,0","""Animal/Livestock, farm animals, working animals/Sheep/Bleat""","{""Sheep"": ""0.95""}",{},Communicative vocalization of sheep and goats.
,,Sheep,,,,Овца,False,"100,20,11,6,4,2,0,1,1,1,0,1,0,0,0,1,0,0,0",,"{""Goat"": ""0.77""}",{},"Sounds associated with the familiar quadrupedal, ruminant mammal typically kept as livestock."
,,,Bleat,,,Блеяние,False,"84,11,7,6,3,1,6,0,0,1,1,0,0,0,0,0,0,0,0","""Animal/Livestock, farm animals, working animals/Goat/Bleat""","{""Goat"": ""0.69""}",{},Communicative vocalization of sheep and goats.
,,Fowl,,,,Птица,False,"246,72,26,16,12,8,7,10,4,5,3,5,4,7,3,3,1,0,0",,{},{},Sounds associated with the bird species commonly raised for human consumption.
,,,"Chicken, rooster",,,"Курица, петух",False,"102,33,13,11,8,8,3,3,2,0,2,5,6,5,3,2,3,3,0",,{},{},"Sounds of the very common and widespread domesticated fowl, raised for its eggs and meat."
,,,,Cluck,,Куда-ку,False,"48,10,10,8,2,4,4,8,6,1,3,3,1,0,3,0,0,0,0",,"{""Crowing, cock-a-doodle-doo"": ""0.88""}",{},"The soft, low-pitched, and repetitive sound made by chickens."
,,,,"Crowing, cock-a-doodle-doo",,Кукареку,False,"39,20,6,2,2,4,4,2,3,3,1,0,0,0,2,0,0,0,0",,"{""Cluck"": ""0.88""}",{},The multi-syllable warning call made by a rooster (male chicken).
,,,Turkey,,,Индейка,False,"69,16,12,8,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0",,{},{},"Sounds associated with the large poultry bird, originally domesticated in the Americas."
,,,,Gobble,,Индюк,False,"49,17,6,6,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0",,{},{},The characteristic sound made by a turkey cock.
,,,Duck,,,Утка,False,"37,6,6,2,2,4,3,3,0,0,2,0,0,0,0,0,0,0,0",,"{""Goose"": ""0.31""}",{},Sounds associated with this collection of waterfowl species.
,,,,Quack,,Кряк,False,"33,7,5,1,7,2,4,1,0,0,0,0,0,0,0,0,0,0,0",,{},{},The harsh communication sound made by a duck.
,,,Goose,,,Гусь,False,"45,13,8,7,1,0,0,1,0,0,0,1,0,1,6,0,0,0,0",,"{""Duck"": ""0.31""}",{},Sounds associated with this species of larger waterfowl.
,,,,Honk,,Гогот,False,"35,12,11,1,2,0,0,1,0,0,0,0,1,0,1,6,0,0,0",,{},{},The cry of a goose.
,Wild animals,,,,,Дикие животные,False,"127,22,3,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0",,"{""Outside, rural or natural"": ""0.36""}",{},Sounds associated with animals not normally raised by humans.
,,"Roaring cats (lions, tigers)",,,,"Рычащие кошки (львы, тигры)",False,"107,17,2,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0",,{},{},Sounds associated with the larger and more ferocious wild relatives of cats.
,,,Growling,,,Рычание,False,"40,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Animal/Domestic animals, pets/Dog/Growling"" and ""Animal/Domestic animals, pets/Cat/Growling"" and ""Animal/Wild animals/Canidae, dogs, wolves/Growling""","{""Domestic animals, pets"": ""0.39"", ""Dog"": ""0.33""}",{},"A low, guttural vocalization produced by animals as a warning, a sign of aggression, or to express anger."
,,,Roar,,,Рев,False,"89,24,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",,{},{},"A deep, bellowing outburst of sound forced through an open mouth, made by a lion or other ""big cat"" species."
,,Bird,,,,Птица,False,"1007,335,177,99,59,42,21,15,12,5,3,3,1,0,0,0,0,0,0",,"{""Environmental noise"": ""0.65"", ""Outside, rural or natural"": ""0.49""}",{},Sounds associated with the large group of flying vertebrates.
